key,frequency,latitude,longitude,name
2001882,7,36.4667,-81.85,"johnson county, missouri,Missouri,United States,North and Central America;johnson, indiana, united states,Indiana,United States,North and Central America;johnson, kansas, united states,Kansas,United States,North and Central America;johnson, arkansas, united states,Arkansas,United States,North and Central America;johnson, tennessee, united states,Tennessee,United States,North and Central America;johnson, kentucky, united states,Kentucky,United States,North and Central America"
2040405,5,37.35,-84.3333,United States
2077355,1,35.7167,-80.3833,"Yadkin, Rowan, North Carolina"
2118128,8,38.6333,-80,"Beverly, Randolph, West Virginia"
2142430,19,37.4167,-85.7333,Muldroughts Hill
2292372,1,40.1833,-75.4833,"Donny Brook, Montgomery, Pennsylvania"
2597964,5,33.7333,-91.1333,"Prentiss, Bolivar, Mississippi"
2775522,1,36.6,-92,"Arkansas, United States, North and Central America"
7007109,1,18.916667,-99.25,"cuernavaca,morelos,mexico,north and central america"
7012122,1,54.35,-6.666667,"armagh,armagh,northern ireland,united kingdom,europe"
1002429,2,30.5333,-95.9667,Mississippi River
1129169,1,37.4833,-85.15,"Louisville, Jefferson, Kentucky"
2000714,1,38.9,-101.1333,"Logan, Kansas, United States"
2005414,2,33.35,-87.1167,"Sumter, Jefferson, Alabama"
2057626,1,34.6333,-88.2167,oklahoma
2084078,5,35.9,-94.9667,"Alexandria, Alexandria, Virginia"
2084104,1,34.2333,-96.6667,oklahoma
2085620,2,44.35,-121.1667,"Washington, District of Columbia, United States"
2102403,2,27.9,-97.1333,California
2138732,1,30.1333,-95.3,"Elm Bluff, Dallas, Alabama"
2181485,5,37.8333,-84.3333,"Louisville, Jefferson, Kentucky"
2315843,4,32.15,-87.0667,"Salt, Kentucky, United States"
2451356,9,37.1167,-85.6167,"Little Barren River, Kentucky, United States"
1002953,3,38.6167,-85.3333,"Bethel, Oxford, Maine"
1007005,1,39.0167,-76.2167,"Chester, Maryland, United States"
1122736,2,39.25,-75.8333,Fort Seveni
2000560,1,38.0333,-87.2667,Walton Castle
2003293,66,32.5167,-87.8333,Kentucky
2038049,1,38.5167,-85.2,"Louisville, Jefferson, Kentucky"
2080342,1,40.1333,-84.0167,"Lena, Miami, Ohio"
7013523,5,42.6167,-88.6333,Delavan Hospital
1002516,6,38.1833,-85.65,"Cincinnati, Hamilton, Ohio"
2034148,15,40.9167,-84.9667,"Williams, Adams, Indiana"
2144690,3,33.85,-78,Camp Wvatt
7006964,3,0,0,"Campo Marzio,Roma,Roma,Lazio,Italia,Europe"
7023826,1,39.8,-80.2333,"Bells Run, Greene, Pennsylvania"
2001507,5,35.7833,-80.8833,"Iredell, North Carolina, United States"
2049782,2,42.6667,-73,"corpus christi, nueces, texas"
2076772,8,35.7667,-80.8833,"Statesville, Iredell, North Carolina"
2088180,3,41.0333,-80.1333,"Columbus, Franklin, Ohio"
2096055,36,32.7833,-80.1,Railroad Accommodation Wharf
2118528,4,39.2,-81.05,"harrisville, ritchie, west virginia"
2251435,1,35.5167,-84.65,"Lake Comfort, McMinn, Tennessee"
2539748,2,34.3333,-77.65,"New Topsail Inlet, Pender, North Carolina"
2710326,1,34.4167,-84.5833,"Talmadge, Pickens, Georgia"
2723286,10,36.8833,-77.9333,"Tobacco, Brunswick, Virginia"
2738850,1,40.0167,-74.9833,"Union Landing, Burlington, New Jersey"
2001770,2,34.9833,-81.1833,"York, South Carolina, United States"
2002965,1,31.9833,-87.2833,"Harpers Ferry, Jefferson, West Virginia"
2031203,2,39.4167,-85,"lexington, lafayette, missouri"
2037315,10,37.25,-97.3667,"wellington, ohio,Lorain,Ohio,United States,North and Central America;wellington, sumner, kansas,Sumner,Kansas,United States,North and Central America"
2064004,11,0,0,"Charleston, Charleston, South Carolina"
2082470,10,41.1667,-82.2167,"wellington, ohio,Lorain,Ohio,United States,North and Central America;wellington, sumner, kansas,Sumner,Kansas,United States,North and Central America"
2104261,2,30.5833,-103.8833,Yankees
2182090,2,39.1333,-94.3,"blue mills, jackson, missouri"
2396620,1,35.3,-88.2333,"Holtsville, Hardin, Tennessee"
2539597,2,34.75,-77.4,"New River, Onslow, North Carolina"
2573774,1,32.75,-104.3,"Fort Davis, Jeff Davis, Texas"
2786801,1,33.9333,-77.9333,"Zekes Island, Brunswick, North Carolina"
2031591,7,40.5833,-86.6667,iran
2039330,28,37.8333,-87.5833,"Cincinnati, Hamilton, Ohio"
2058830,33,37.55,-90.2833,Munson's Hill
2080424,1,39.5333,-82.4,"Logan, Hocking, Ohio"
2106442,2,28.4333,-98.1,Hollywood Cemetery
2110533,19,37.45,-76.8333,"Spotsylvania, Virginia, United States"
2347662,1,28.2833,-80.65,New Northern Prison
2023068,20,33.2333,-84.25,"Griffin, Spalding, Georgia"
2044220,13,31.55,-91.4167,"vidalia, concordia, louisiana,Concordia,Louisiana,United States,North and Central America;Braden, Fayette, Tennessee,Fayette,Tennessee,United States,North and Central America"
2050158,3,42.5333,-72.5333,"Montague, Franklin, Massachusetts"
2086667,5,40.1,-74.85,"Bristol, Bucks, Pennsylvania"
2115040,2,39.05,-78.1,"White Post, Clarke, Virginia"
2258515,2,37.3833,-78.3,Glass's store
7007512,12,36.533611,-6.299444,"Cadiz, Cadiz, Andalucia"
7007590,2,37.6,-.983333,"cartagena,murcia,murcia,espana,europe"
7007654,5,43.483333,-8.233333,"el ferrol del caudillo,a coruna,galicia,espana,europe"
2001991,1,31.8667,-101.5333,"Glasscock, Texas, United States"
2002327,1,46.25,-90.2333,"Iron, Wisconsin, United States"
2023410,1,33.7833,-84.65,"Salt Springs, Douglas, Georgia"
2043147,1,32.1833,-93.8333,"Kickapoo, De Soto, Louisiana"
2114113,70,36.85,-81.7333,"saltville, smyth, virginia"
7008676,6,37.377222,-5.986944,"seville, medina, ohio,Medina,Ohio,United States,North and Central America;sevilla,sevilla,andalucia,espana,europe,Sevilla,Andalucia,Espana,Europe"
2001524,28,34.75,-77.4333,"onslow, north carolina, north carolina"
2001749,2,32.8,-81.1167,"Hampton, South Carolina, United States"
2038052,29,37.6833,-84.65,"Camp Dick Robinson, Garrard, Kentucky"
2067925,1,42.7333,-76.1167,Fort Lafayette
2115082,8,37.8333,-78.2,"Wilmington, Fluvanna, Virginia"
2222085,2,32.3167,-83.2667,"Carne, Dodge, Georgia"
2247040,16,38.55,-77.25,"Cockpit Point, Prince William, Virginia"
1002356,1,42.7667,-78.6667,"Erie, New York, United States"
2087022,1,40.65,-75.4667,"Catasauqua, Lehigh, Pennsylvania"
2309959,1,41.4667,-71.2667,"Easton Point, Newport, Rhode Island"
2557594,1,44.75,-69.8833,"Old Point, Dare, North Carolina,Dare,North Carolina,United States,North and Central America;Old Point, Pender, North Carolina,Pender,North Carolina,United States,North and Central America;Old Point, Hancock, Maine,Hancock,Maine,United States,North and Central America;Old Point, Somerset, Maine,Somerset,Maine,United States,North and Central America"
2557596,1,34.3667,-77.6667,"Old Point, Dare, North Carolina,Dare,North Carolina,United States,North and Central America;Old Point, Pender, North Carolina,Pender,North Carolina,United States,North and Central America;Old Point, Hancock, Maine,Hancock,Maine,United States,North and Central America;Old Point, Somerset, Maine,Somerset,Maine,United States,North and Central America"
1047487,3,36.95,14.533333,"Vittoria, Ragusa, Sicilia"
1122755,3,38.55,-75.8667,"Chicamacomico, Dorchester, Maryland"
1122978,2,51.7,-1.7,"Cole, England, United Kingdom"
2000768,5,36.95,-85.95,"Glasgow, Barren, Kentucky"
2026889,3,40.4,-91.1333,"Carthage, Hancock, Illinois"
2113555,1,37.25,-78.6667,Fairfax Court House
2118491,12,39.3,-77.7833,"Springfield, Greene, Missouri"
2119563,1,38.1333,-81.6833,"peytona, boone, west virginia"
2168539,2,37.4,-82.5333,"Big Hill, Pike, Kentucky"
2258434,37,38.1,-81.1333,"cotton hill, fayette, west virginia"
2667231,1,38.9167,-80.35,West Virginia
7004100,1,40.476111,17.229722,"Taranto, Taranto, Puglia"
7004448,1,50.35,7.6,"Koblenz, Koblenz, Rheinland-Pfalz, Deutschland"
7007395,4,38.883333,-6.966667,"Badajoz, Badajoz, Extremadura"
7010380,3,41.25,16.25,"Puglia, Italia, Europe"
7010979,5,41.149606,-8.610993,"porto,porto,portugal,europe"
1129343,1,41.2667,-122.4,"sacramento, california, united states"
1129550,1,37.5167,-119.1667,"San Joaquin, California, United States"
2000808,4,37.1333,-84.1333,The Cumberland Ford
2038273,1,36.6667,-84.5333,"Comargo, McCreary, Kentucky"
2040427,9,37.2667,-85.8833,Cumberland ford
2041899,5,37.9833,-85.9333,"green, kentucky, united states"
1015193,2,42.7667,-80.3333,"Vittoria,Ragusa,Sicilia,Italia,Europe,Ragusa,Sicilia,Italia,Europe;Vittoria,Ontario,Canada,North and Central America,Ontario,Canada,North and Central America"
1121593,3,-3.25,-63.0333,"Badajos,Amazonas,Norte,Brasil,South America"
2007832,1,33.8167,-94.0667,"Pittsburgh, Alleghany, Pennsylvania"
2087686,1,40.95,-76.6,"Syracuse, Onondaga, New York"
2338228,1,46.5333,-86.05,Dixon Air
2030745,1,41.3,-88.1333,"Wilmington, Will, Illinois"
2059556,2,38.0333,-92.7,"Linn Creek, Camden, Missouri"
2068365,2,43.9667,-75.6,"Carthage, Jefferson, New York"
2077053,2,34.9667,-80.0667,"Wadesboro, Anson, North Carolina"
2116932,1,47.3167,-122.5,"Tahlequah, Vashon Island, King"
2187343,1,37.8167,-121.9667,"Boon Hill, Contra Costa, California"
2436345,5,32.6,-80.0667,"Kiawah Island, Charleston, South Carolina"
2697034,7,32.6167,-79.9833,"Stono Inlet, Charleston, South Carolina"
7014566,1,40.6,-79.75,"Tarentum, Allegheny, Pennsylvania"
2000060,5,33.3667,-86.1833,"Talladega, Alabama, United States"
2001903,3,36.45,-85.2833,"Fentress, Tennessee, United States"
2067259,1,36.2833,-108.7,"Newcomb, San Juan, New Mexico"
2103904,4,28.7,-100.4833,"Eagle Pass, Maverick, Texas"
2311138,4,37.7333,-78.85,"edge hill, nelson, virginia"
2572105,1,44.6667,-90.9333,"Pea Creek, Eau Claire, Wisconsin"
2572644,1,37.0167,-80.95,"Peak Creek, Virginia, United States"
1124289,4,42.85,-79.5667,Mount Olivet Church
2000785,7,36.8,-85.4,"Cumberland, Kentucky, United States"
2002433,1,32.9333,-85.95,"Grand, Ontario, Canada"
2059073,5,38.7,-91.4333,"Jefferson City, Cole, Missouri"
2149557,3,42.4,-71.5667,Lewinsville
2300060,2,0,0,"Dug Springs, Lea, New Mexico"
2516740,2,44.5667,-74.5833,"Louisville, Jefferson, Kentucky"
4010660,10,33,-108,"Cheat Mountain, West Virginia, West Virginia"
7004101,1,41.133333,16.85,"Greenbrier, West Virginia, United States"
7014028,2,40.25,-74.2667,"Freehold, Monmouth, New Jersey"
1017529,3,27.933333,-110.9,"Guaymas,Sonora,Mexico,North and Central America"
2009916,3,37.85,-122.0167,"Alamo, Contra Costa, California"
2041964,2,36.7333,-84.15,Cumberland Ford
2043757,10,30.2833,-91.2333,Arkansas
2056629,3,33.7167,-89.15,"Hohenlinden, Webster, Mississippi"
2074605,1,35.5,-77.8333,africa
2101576,5,35.1667,-85.0333,"Snow Hill, Hamilton, Tennessee"
2587064,3,30.2833,-91.2167,"corinth, alcorn, mississippi"
7005763,3,45.066667,7.516667,"Rivoli,Torino,Piemonte,Italia,Europe"
7014454,1,34.0833,-117.2667,"San Bernardino, San Bernardino, California"
1113543,1,34.5833,-77.2167,"Onslow Bay, North Carolina, United States"
2000887,1,32.8,-91.8,"Morehouse, Louisiana, United States"
2000888,1,31.7667,-93.1333,"natchitoches county, louisiana"
2000916,2,30.85,-91.3667,"chicago, cook, illinois"
2010081,1,38.8833,-121.0667,"Vienna, Fairfax, Virginia"
2017459,1,41.95,-71.85,Missouri
2071343,1,43.7333,-74.0333,"North River, Warren, New York"
2071788,1,41.2,-73.5667,"Pound Ridge, Westchester, New York"
2220662,1,32.8667,-79.6667,"Capers Island, Charleston, South Carolina"
2286095,2,32.8167,-79.7167,"Dewees Inlet, Charleston, South Carolina"
7013610,7,43.0333,-75.3667,"Clinton, Oneida, New York"
7019697,1,57.05,-135.3167,"sitka, sitka, alaska"
1131969,3,36.1333,-81.6167,"Yadkin river, North Carolina"
2039280,1,37.45,-86.9,"Hartford, Ohio, Kentucky"
2041125,4,37.5167,-87.25,"Rumsey, McLean, Kentucky"
2077218,5,36.1333,-81.15,"wilkesboro, wilkes, north carolina"
7017581,8,35.15,-77.2,"Tuscarora, Craven, North Carolina"
2035107,1,41.3,-95.0667,"Lewis, Cass, Iowa"
2114903,3,36.7,-82.25,"Norfolk, Norfolk, Virginia"
2119289,1,38.1167,-81.0333,"Big Spring, Edmonson, Kentucky"
2171063,1,37.2333,-86.1667,"Alexandria, Alexandria, Virginia"
2232872,3,41.5833,-79.8333,"kanawha, west virginia, united states"
2314533,1,38.3,-80.1,"Washington, District of Columbia, United States"
2624031,2,39.05,-77.8167,"King William, Virginia, United States"
1030587,8,51.433333,.766667,"Sheerness,Sheppey,Kent,England,United Kingdom,Europe"
2000779,2,37.3333,-84.95,"Casey, Kentucky, United States"
2001854,3,35.95,-84.9667,"Cumberland, Tennessee, United States"
2007877,17,33.5833,-92.8333,"Camden, Ouachita, Arkansas"
2039169,20,37.25,-85.4833,"Louisville, Jefferson, Kentucky"
2092465,1,41.4167,-78.7167,"ridgway, elk, pennsylvania"
2111883,5,36.65,-80.9167,"Danville, Danville, Virginia"
2211896,1,32.55,-85.95,"Butts Mill, Elmore, Alabama"
2589846,2,32.5833,-80.2167,"Richmond, Richmond, Virginia"
7014116,1,38.4,-87.75,Mississippi city
7014139,3,40.3,-79.5333,"Greensburg, Westmoreland, Pennsylvania"
7023438,7,30.25,-89,"Mississippi Sound, United States, North and Central America"
1000112,1,35,33,"Marysville, Yuba, California"
1002367,1,31.2667,-96.9333,"Cairo Junction, Alexander, Illinois"
1006894,1,35,33,"Marysville, Yuba, California"
2001121,2,34.35,-89.5167,"Little Rock, Pulaski, Arkansas"
2011304,1,41,-121.4333,"Philadelphia, Philadelphia, Pennsylvania"
2040529,11,37.55,-85.9,Camp Andy Johnson
2042917,5,30.8167,-90.6667,"Greensburg, Saint Helena, Louisiana"
2046831,16,39.1,-77.2833,Fort Scranton
2059249,2,38.3,-94.0667,united kingdom
2074693,1,35.15,-78.9833,Fort Lafayette
2078774,5,40.5333,-84.5667,"Celina, Mercer, Ohio"
2078950,2,39.4,-83.9667,"Clarksville, Clinton, Ohio"
2249191,9,32.45,-80.8333,"Snake Island, Charleston, South Carolina,Charleston,South Carolina,United States,North and Central America;Cole's Island, Jasper, South Carolina,Jasper,South Carolina,United States,North and Central America"
2294635,1,39.75,-76.5333,"Draco, York, Pennsylvania"
2333489,38,32.65,-79.9167,"Folly Island, Charleston, South Carolina"
2335493,1,30.35,-87.2833,"Point of Pines, Charleston, South Carolina"
2515227,1,35.9,-83.5,"Mexico, Mexico, North and Central America"
2540439,3,34.7833,-76.9,"Birds Point, Mississippi, Missouri"
2599607,1,37.8167,-79.2833,"Falls Church, Falls Church, Virginia"
7014180,1,38.2833,-122.2833,"Pittsburgh, Allegheny, Pennsylvania"
7014449,1,39.5667,-75.3167,"salem, new jersey, united states"
7017741,428,36.4833,-87.85,"fort donelson, stewart, tennessee"
1010584,5,51.425556,-9.518889,"Cape Clear,Clear Island,Cork,Munster,Eire,Europe"
1050627,5,55.7,-4.533333,"Dunlop,East Ayrshire,Scotland,United Kingdom,Europe"
1129142,6,37.3333,-84.1167,"Richmond, Richmond, Virginia"
2001885,1,35.7667,-89.6,"Lauderdale, Tennessee, United States"
2002039,2,29.3667,-99.1,"Medina, Texas, United States"
2034349,1,40.7167,-91.85,"bentonsport, iowa"
2059197,6,37.6833,-90.6333,"iron mountain, saint francois, missouri"
2080262,1,41.0833,-81.9333,"Lafayette, Medina, Ohio"
2095862,2,32.5833,-80.9833,"Gillisonville, Jasper, South Carolina"
2099419,1,35.9,-89.6167,"Hales Point, Lauderdale, Tennessee"
2695353,1,40.25,-84.75,"Stillwater River, Ohio, United States"
2786310,4,0,0,"Youngs Mills, Monroe, Ohio"
1013962,1,49.4,-99.6667,"Ninette,Manitoba,Canada,North and Central America"
2000435,2,34.8333,-83.9667,"Union, Georgia, United States"
2119934,1,37.9833,-81.0167,"Gauley Bridge, Fayette, West Virginia"
2233230,1,42.8333,-74.3333,"Charleston, Montgomery, New York"
2311156,1,34.45,-77.5833,"Edgecombe, Pender, North Carolina"
2526969,5,38.7167,-78.6167,"Mount Airy, Shenandoah, Virginia"
2531218,9,37.9833,-76.8833,Buchanan Spring
7003179,1,48.3,16.5667,"Deutsch Wagram, Niederosterreich, Osterreich"
1003918,3,43.7833,-79.2667,"Azincourt,Pas-de-Calais,Nord-Pas-de-Calais,France,Europe,Pas-de-Calais,Nord-Pas-de-Calais,France,Europe;Agincourt,Toronto,Toronto Metropolitan Area,Ontario,Canada,North and Central America,Toronto,Toronto Metropolitan Area,Ontario,Canada,North and Central America"
2008712,1,35.6,-90.3167,"Lepanto, Poinsett, Arkansas"
2045356,3,44.25,-70.5,"Paris, Oxford, Maine"
2045609,2,43.2333,-70.8,"south berwick, york, maine"
2057811,8,31.1,-91.2833,"Woodville, Wilkinson, Mississippi"
2079313,2,40.9667,-81.6833,"Doylestown, Wayne, Ohio"
2170354,6,37.6833,-90.95,"Big River, Missouri, Missouri"
2237944,1,41.05,-81.9,"Chippewa Creek, Ohio, United States"
2340005,10,38.5833,-77.2333,"Aquia Creek, Virginia, Virginia"
2659792,2,37.1667,-76.4,"Mathias Point, King George, Virginia"
2659906,12,38.5167,-77.2833,"Falls Church, Falls Church, Virginia"
2753452,3,40.4333,-91.6667,"Waterloo, Clark, Missouri"
7013607,1,34.6833,-82.8333,"Clemson, Pickens, South Carolina"
7016442,4,50.462632,2.128884,"Azincourt,Pas-de-Calais,Nord-Pas-de-Calais,France,Europe,Pas-de-Calais,Nord-Pas-de-Calais,France,Europe;Agincourt,Toronto,Toronto Metropolitan Area,Ontario,Canada,North and Central America,Toronto,Toronto Metropolitan Area,Ontario,Canada,North and Central America"
1016401,1,21.5667,-77.3,"Nuevitas,Camaguey,Cuba,North and Central America"
2160689,1,36.2333,-83.2333,"Belair, Hamblen, Tennessee"
2277729,1,32.65,-80.3833,"Raleigh, Wake, North Carolina"
2340632,1,44.2333,-69.8833,"brazil, clay, indiana,Clay,Indiana,United States,North and Central America;brasil,South America"
2637194,2,38.1,-76.4667,maryland
2721698,1,38.8167,-77.0667,"Leesburg, Loudoun, Virginia"
7010886,2,39.666667,19.75,"Nisos Kerkira, Kerkira, Ionioi Nisoi"
2000265,1,30.6667,-87.3333,"Pensacola, Escambia, Florida"
2000765,1,37.1167,-85.3,"Adair, Kentucky, United States"
2001542,4,36.4,-80.6833,"Cuba, Allegany, New York"
2001841,11,35.7,-83.95,"Blount, Tennessee, United States"
2038872,7,38.4167,-83.7333,"flemingsburg, fleming, kentucky"
2040707,45,37.15,-82.65,"Payne Gap, Letcher, Kentucky"
2102031,3,35.3167,-87.75,"Waynesboro, Wayne, Tennessee"
2149351,2,38.45,-75.6333,"Barren Creek, Wicomico, Maryland"
2527034,1,36.05,-86.3667,"Mount Carmel, Wilson, Tennessee"
5000435,1,55.5,-4.5,"Ayr,South Ayrshire,Scotland,United Kingdom,Europe"
2000783,1,36.75,-85.15,"Bowling Green, Wood, Ohio"
2000789,3,37.55,-82.75,"Floyd, Kentucky, United States"
2001231,5,39.55,-94.7667,"name,Wyoming,United States,North and Central America;name,Nebraska,United States,North and Central America;name,Missouri,United States,North and Central America"
2002380,2,42.1333,-104.9667,"name,Wyoming,United States,North and Central America;name,Nebraska,United States,North and Central America;name,Missouri,United States,North and Central America"
2040401,31,38.05,-83.9333,"Mount Sterling, Montgomery, Kentucky"
2040713,3,37.9333,-82.6,"peach orchard, lawrence, kentucky"
2040900,19,37.65,-82.7667,"Prestonsburg, Floyd, Kentucky"
2041680,11,36.7167,-87.25,"Trenton, Todd, Kentucky"
2042044,20,37.25,-85.8833,"woodsonville, hart, kentucky"
2049426,2,42.1667,-72.9167,"Blandford, Hampden, Massachusetts"
2073006,1,42,-76.5167,"Waverly, Tioga, New York"
2073390,1,41.8,-74.8833,"youngsville, new york"
2076864,12,34.6833,-77.1167,"Wilmington, New Hanover, North Carolina"
2081389,59,39.0667,-83,"piketon, pike, ohio"
2119799,4,38.7,-81.7833,"Rock Castle, Jackson, West Virginia"
2185347,2,34.6333,-77.1,"Bogue Inlet, North Carolina, North Carolina"
2216708,41,38.3333,-118.1833,"Camp Douglas, Mineral, Nevada"
2335574,236,42.3167,-70.9167,"fort warren, suffolk, massachusetts"
2555771,1,38.3667,-120.7667,"Ohio Hill, Amador, California"
1007437,5,30.2333,-88.6833,Horn Island Pass
2001125,2,32.7167,-89.5,"Mobile, Mobile, Alabama"
2001209,2,37.2,-94.35,"Jasper, Missouri, United States"
2001223,1,36.9167,-94.35,"Newton, Missouri, United States"
2043532,2,32.5,-93.0333,Louisiana
2057088,9,30.4667,-89.6833,"Jackson, Hinds, Mississippi,Hinds,Mississippi,United States,North and Central America;Pearl River, Neshoba, Mississippi,Neshoba,Mississippi,United States,North and Central America;Nicholson, Pearl River, Mississippi,Pearl River,Mississippi,United States,North and Central America"
2057189,9,32.7833,-89.2167,"Jackson, Hinds, Mississippi,Hinds,Mississippi,United States,North and Central America;Pearl River, Neshoba, Mississippi,Neshoba,Mississippi,United States,North and Central America;Nicholson, Pearl River, Mississippi,Pearl River,Mississippi,United States,North and Central America"
2060603,2,37.6833,-93.7833,"Stockton, Cedar, Missouri"
2072511,4,42.5,-78.6667,Campte
2118448,2,38.4167,-79.8167,"Green Bank, Pocahontas, West Virginia"
2204065,1,36.3833,-87.3833,"Columbus, Hickman, Kentucky"
2378508,1,39.1333,-77.5167,"Washington, District of Columbia, United States"
2378511,14,35.75,-84.3167,"Leesburg, Loudoun, Virginia"
2633517,2,37.0333,-76.85,"Runnymede, Surry, Virginia"
7012034,2,52.6833,-2.65,"Shropshire,England,United Kingdom,Europe"
1002461,2,41.7667,-72.7667,"Hartford, Connecticut, United States"
1131785,2,38.3833,-76.9167,"Wicomico, Maryland, United States"
2022440,2,33.8,-84.2333,"Cairo Junction, Alexander, Illinois"
2023365,1,32.1167,-81.5333,"Lanier, Bryan, Georgia"
2045817,3,43.3167,-70.5667,"Wells, York, Maine"
2085887,1,40.3667,-78.15,"Aitch, Huntingdon, Pennsylvania"
2146312,1,38.6167,-77.7333,Nevada
2254903,1,32.05,-92.2,"Cooper, Caldwell, Louisiana"
2524237,6,37.8333,-92.0833,"Morgan Heights, Pulaski, Missouri"
2593928,1,39.9667,-75.1,"Port Richmond, Philadelphia, Pennsylvania"
7013417,1,42.55,-70.8667,"Beverly, Essex, Massachusetts"
7014164,1,41.7,-71.15,"fall river, bristol county, massachusetts"
1036898,1,51.5,12,Maine
1039443,1,51.983333,9.566667,Maine
1113429,1,75.75,-61,Littleton Island
1136917,1,52.066667,8.366667,Maine
2002307,2,45.4167,-91.85,"Barron, Wisconsin, United States"
2017046,8,41.6,-72,"lisbon, grafton, new hampshire,Grafton,New Hampshire,United States,North and Central America;lisbon, howard, maryland,Howard,Maryland,United States,North and Central America;lisbon, saint lawrence, new york,Saint Lawrence,New York,United States,North and Central America;lisbon, new london, connecticut,New London,Connecticut,United States,North and Central America;lisboa,distrito de lisboa,portugal,europe,Distrito de Lisboa,Portugal,Europe"
2038350,15,37.45,-84.5,Cumberland Ford
2041954,10,37.2333,-83.6833,Camp Laurel
2042213,4,29.7167,-90.1167,South Carolina
2043930,5,31.9167,-91.2333,"Saint Joseph, Tensas, Louisiana"
2044555,1,43.55,-70.2,"saint louis, saint louis city, missouri"
2058962,1,37.4,-93.8333,"hampton roads, hampton, virginia"
2070233,7,44.7167,-75.3167,"lisbon, grafton, new hampshire,Grafton,New Hampshire,United States,North and Central America;lisbon, howard, maryland,Howard,Maryland,United States,North and Central America;lisbon, saint lawrence, new york,Saint Lawrence,New York,United States,North and Central America;lisbon, new london, connecticut,New London,Connecticut,United States,North and Central America;lisboa,distrito de lisboa,portugal,europe,Distrito de Lisboa,Portugal,Europe"
2168880,1,35.95,-82.7833,"hampton roads, hampton, virginia"
2204675,1,40.8333,-79.6333,missouri
2220635,1,65.4,-167.45,Cape Isabella
7009002,12,50.951241,1.85899,"Calais, Pas-de-Calais, Nord-Pas-de-Calais"
7010978,13,38.716667,-9.133333,"lisbon, grafton, new hampshire,Grafton,New Hampshire,United States,North and Central America;lisbon, howard, maryland,Howard,Maryland,United States,North and Central America;lisbon, saint lawrence, new york,Saint Lawrence,New York,United States,North and Central America;lisbon, new london, connecticut,New London,Connecticut,United States,North and Central America;lisboa,distrito de lisboa,portugal,europe,Distrito de Lisboa,Portugal,Europe"
7012318,1,50.737331,4.234541,Maine
7014307,1,42.25,-71,"Old Point, Dare, North Carolina"
7017168,2,52.45,6.9167,Maine
2335442,2,39.2833,-79.3667,"Oakland, Alameda, California"
2449001,1,35.6333,-118.3833,California
2535292,2,38.8833,-75.55,"Somerset, Pulaski, Kentucky"
2569949,3,30.35,-88.6,Tudor Hall
1002197,2,52.25,10.5,Braunschweig
1002952,3,30.3333,-97.8,"Travis, Texas, United States"
2000767,1,37.05,-89,"Bowling Green, Warren, Kentucky"
2038050,3,37.3333,-85.3333,"Lincoln, Kentucky, United States"
2039302,7,37.7833,-83.4167,"tennessee river, united states, north and central america"
2745737,3,38.4,-82.5833,"Virginia Point, Wayne, West Virginia"
7014064,1,43.3,-73.6333,"Port Tobacco, Charles, Maryland"
7014095,3,36.6,-121.8833,"Monterey, Monterey, California"
7014280,1,42.0667,-78.4167,"olean, cattaraugus, new york"
2000307,1,32.4167,-81.75,"Bulloch, Georgia, United States"
2000792,2,36.7333,-88.65,"Graves, Kentucky, United States"
2001751,1,32.4167,-81.0167,"Jasper, South Carolina, United States"
2114290,3,38.5167,-77.6,"Somerville, Fauquier, Virginia"
2412425,1,0,0,"Indian Town, Maries, Missouri"
2425953,1,39.1833,-79.75,"Centreville, Fairfax, Virginia"
2449431,1,34.15,-106.8833,"Washington, District of Columbia, United States"
7014336,1,39.8167,-84.8833,"Richmond, Wayne, Indiana"
1002147,3,38,-84.9667,"Anderson, Kentucky, United States"
1002602,1,40.8667,-88.5167,"livingston county, new york,New York,United States,North and Central America;livingston, kentucky, united states,Kentucky,United States,North and Central America;livingston county, missouri,Missouri,United States,North and Central America;livingston county, michigan,Michigan,United States,North and Central America;livingston county, illinois,Illinois,United States,North and Central America"
1002603,1,42.6,-83.9167,"livingston county, new york,New York,United States,North and Central America;livingston, kentucky, united states,Kentucky,United States,North and Central America;livingston county, missouri,Missouri,United States,North and Central America;livingston county, michigan,Michigan,United States,North and Central America;livingston county, illinois,Illinois,United States,North and Central America"
1002604,1,42.7333,-77.7667,"livingston county, new york,New York,United States,North and Central America;livingston, kentucky, united states,Kentucky,United States,North and Central America;livingston county, missouri,Missouri,United States,North and Central America;livingston county, michigan,Michigan,United States,North and Central America;livingston county, illinois,Illinois,United States,North and Central America"
1128065,1,42.1333,-70.9167,"cape hatteras, dare, north carolina"
2000861,2,32.6333,-93.6,"bossier county, louisiana"
2001211,5,37.65,-92.6,"laclede, linn, missouri,Linn,Missouri,United States,North and Central America;Webster Groves, Saint Louis, Missouri,Saint Louis,Missouri,United States,North and Central America;laclede, missouri, united states,Missouri,United States,North and Central America"
2001215,2,39.75,-93.55,"livingston county, new york,New York,United States,North and Central America;livingston, kentucky, united states,Kentucky,United States,North and Central America;livingston county, missouri,Missouri,United States,North and Central America;livingston county, michigan,Michigan,United States,North and Central America;livingston county, illinois,Illinois,United States,North and Central America"
2001717,1,44.4833,-122.5833,"Linn, Oregon, United States"
2015092,2,37.4667,-105.8667,"Alamosa, Alamosa, Colorado"
